ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-01-02 14:40:00+00:00,33,1,42028866,4350.6,4350.6,4350.6,4350.6,3,GC.c.0
2026-01-02 16:56:00+00:00,33,1,42028866,4317.8,4317.8,4317.8,4317.8,1,GC.c.0
2026-01-05 00:32:00+00:00,33,1,42028866,4386.7,4387.0,4386.7,4387.0,30,GC.c.0
2026-01-05 00:44:00+00:00,33,1,42028866,4384.8,4385.0,4384.8,4385.0,10,GC.c.0
2026-01-05 00:49:00+00:00,33,1,42028866,4385.1,4385.1,4385.1,4385.1,5,GC.c.0
2026-01-05 04:00:00+00:00,33,1,42028866,4394.3,4394.3,4394.3,4394.3,1,GC.c.0
2026-01-05 05:30:00+00:00,33,1,42028866,4407.4,4407.4,4407.4,4407.4,1,GC.c.0
2026-01-05 05:45:00+00:00,33,1,42028866,4395.9,4395.9,4395.9,4395.9,1,GC.c.0
2026-01-05 06:01:00+00:00,33,1,42028866,4410.9,4410.9,4410.9,4410.9,1,GC.c.0
2026-01-05 11:05:00+00:00,33,1,42028866,4427.3,4427.3,4427.3,4427.3,1,GC.c.0
2026-01-05 11:06:00+00:00,33,1,42028866,4428.8,4428.8,4428.8,4428.8,1,GC.c.0
2026-01-05 12:34:00+00:00,33,1,42028866,4413.0,4413.1,4413.0,4413.1,5,GC.c.0
2026-01-05 13:19:00+00:00,33,1,42028866,4408.3,4408.3,4408.3,4408.3,5,GC.c.0
2026-01-05 13:30:00+00:00,33,1,42028866,4397.0,4397.0,4397.0,4397.0,1,GC.c.0
2026-01-05 13:40:00+00:00,33,1,42028866,4409.8,4409.8,4409.8,4409.8,1,GC.c.0
2026-01-05 14:13:00+00:00,33,1,42028866,4424.2,4424.2,4424.2,4424.2,10,GC.c.0
2026-01-05 14:48:00+00:00,33,1,42028866,4433.9,4433.9,4433.9,4433.9,3,GC.c.0
2026-01-05 16:04:00+00:00,33,1,42028866,4443.5,4443.5,4443.5,4443.5,1,GC.c.0
2026-01-05 16:05:00+00:00,33,1,42028866,4443.5,4443.5,4443.5,4443.5,1,GC.c.0
2026-01-05 16:17:00+00:00,33,1,42028866,4442.5,4442.6,4442.5,4442.6,5,GC.c.0
