ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-01-02 06:03:00+00:00,33,1,42010851,2633.0,2633.0,2633.0,2633.0,1,GC.c.0
2025-01-02 14:52:00+00:00,33,1,42010851,2651.1,2651.1,2651.1,2651.1,1,GC.c.0
2025-01-02 14:53:00+00:00,33,1,42010851,2652.2,2652.2,2652.2,2652.2,1,GC.c.0
2025-01-02 15:05:00+00:00,33,1,42010851,2652.2,2652.2,2652.2,2652.2,1,GC.c.0
2025-01-02 15:23:00+00:00,33,1,42010851,2652.2,2652.2,2652.2,2652.2,1,GC.c.0
2025-01-02 15:32:00+00:00,33,1,42010851,2654.0,2654.0,2654.0,2654.0,1,GC.c.0
2025-01-02 15:35:00+00:00,33,1,42010851,2655.5,2655.5,2655.5,2655.5,1,GC.c.0
2025-01-02 15:43:00+00:00,33,1,42010851,2656.8,2656.8,2656.8,2656.8,1,GC.c.0
2025-01-02 16:29:00+00:00,33,1,42010851,2660.5,2660.5,2660.5,2660.5,1,GC.c.0
2025-01-02 16:56:00+00:00,33,1,42010851,2663.1,2663.1,2663.1,2663.1,1,GC.c.0
2025-01-02 21:10:00+00:00,33,1,42010851,2662.8,2662.8,2662.8,2662.8,1,GC.c.0
2025-01-02 21:53:00+00:00,33,1,42010851,2660.9,2660.9,2660.9,2660.9,1,GC.c.0
2025-01-03 13:17:00+00:00,33,1,42010851,2658.7,2658.7,2658.7,2658.7,2,GC.c.0
2025-01-03 13:42:00+00:00,33,1,42010851,2649.8,2649.8,2649.8,2649.8,1,GC.c.0
2025-01-03 16:41:00+00:00,33,1,42010851,2646.9,2646.9,2646.9,2646.9,1,GC.c.0
2025-01-03 17:06:00+00:00,33,1,42010851,2645.2,2645.2,2645.2,2645.2,1,GC.c.0
2025-01-03 19:40:00+00:00,33,1,42010851,2645.9,2645.9,2645.9,2645.9,2,GC.c.0
2025-01-03 19:41:00+00:00,33,1,42010851,2645.8,2645.9,2645.8,2645.9,2,GC.c.0
2025-01-03 19:42:00+00:00,33,1,42010851,2645.6,2645.7,2645.6,2645.7,2,GC.c.0
2025-01-03 19:43:00+00:00,33,1,42010851,2645.8,2645.8,2645.8,2645.8,1,GC.c.0
2025-01-03 19:44:00+00:00,33,1,42010851,2645.7,2645.7,2645.7,2645.7,1,GC.c.0
2025-01-03 19:48:00+00:00,33,1,42010851,2645.5,2645.5,2645.5,2645.5,2,GC.c.0
2025-01-03 19:50:00+00:00,33,1,42010851,2645.5,2645.5,2645.5,2645.5,1,GC.c.0
2025-01-03 20:22:00+00:00,33,1,42010851,2643.6,2643.6,2643.6,2643.6,1,GC.c.0
2025-01-03 20:26:00+00:00,33,1,42010851,2643.6,2643.6,2643.6,2643.6,1,GC.c.0
2025-01-03 20:29:00+00:00,33,1,42010851,2643.0,2643.0,2643.0,2643.0,2,GC.c.0
2025-01-03 20:30:00+00:00,33,1,42010851,2643.5,2643.5,2643.5,2643.5,2,GC.c.0
2025-01-03 20:38:00+00:00,33,1,42010851,2641.9,2641.9,2641.9,2641.9,1,GC.c.0
2025-01-03 20:46:00+00:00,33,1,42010851,2641.8,2641.8,2641.8,2641.8,1,GC.c.0
2025-01-03 21:02:00+00:00,33,1,42010851,2642.3,2642.3,2642.3,2642.3,1,GC.c.0
2025-01-03 21:06:00+00:00,33,1,42010851,2642.3,2642.3,2642.3,2642.3,1,GC.c.0
2025-01-03 21:07:00+00:00,33,1,42010851,2642.3,2642.3,2642.3,2642.3,2,GC.c.0
2025-01-03 21:50:00+00:00,33,1,42010851,2642.9,2642.9,2642.9,2642.9,1,GC.c.0
2025-01-05 23:17:00+00:00,33,1,42010851,2645.5,2645.5,2645.5,2645.5,1,GC.c.0
2025-01-06 08:22:00+00:00,33,1,42010851,2632.8,2632.8,2632.8,2632.8,1,GC.c.0
2025-01-06 08:30:00+00:00,33,1,42010851,2633.0,2633.0,2633.0,2633.0,1,GC.c.0
2025-01-06 11:24:00+00:00,33,1,42010851,2647.0,2647.0,2647.0,2647.0,1,GC.c.0
2025-01-06 13:33:00+00:00,33,1,42010851,2641.4,2641.4,2641.4,2641.4,1,GC.c.0
2025-01-06 13:44:00+00:00,33,1,42010851,2625.0,2625.0,2625.0,2625.0,2,GC.c.0
2025-01-06 13:45:00+00:00,33,1,42010851,2624.6,2624.8,2624.0,2624.0,16,GC.c.0
2025-01-06 13:51:00+00:00,33,1,42010851,2626.3,2626.6,2625.4,2625.7,42,GC.c.0
2025-01-06 14:01:00+00:00,33,1,42010851,2625.6,2625.6,2625.6,2625.6,10,GC.c.0
